dictionary,dv,segment,lag_k,family,add_ar1,beta,se_hac_q4,t,p,q_bh,reject_bh,R2,R2_adj,sample_N,sample_start,sample_end,nw_lag_fixed,nw_lag_auto_suggest,lb_m5_p,lb_m10_p,m_tests,alpha_bh,N,const
LM,fx_ret,F_L,4,prediction_k1_5,False,-7.651977104940778e-05,0.0003583178911709132,-0.21355275004370017,0.8308958492982794,0.8308958492982794,False,0.0006149195366861315,-0.015504194664335058,64,2020-01-08,2020-04-17,4,3,0.109937935987458,0.10254559476781888,15.0,0.05,64,0.00016877454927033539
LM,fx_ret,F_L,5,prediction_k1_5,False,-0.0004715624233789645,0.0003543840617826338,-1.3306535881069155,0.1833030210475639,0.5032946192830733,False,0.02489635043833882,0.009168872219602386,64,2020-01-08,2020-04-17,4,3,0.04716907223901466,0.021626260785635003,15.0,0.05,64,0.00018080883643129033
LM,fx_ret,HP_L,1,prediction_k1_5,False,0.0004549988691457859,0.0004362250984263931,1.0430368880358236,0.29693120859192235,0.5032946192830733,False,0.020785012188908936,0.004991222062923573,64,2020-01-08,2020-04-17,4,3,0.20479849928828675,0.22482724282935498,15.0,0.05,64,0.00016437211343145705
LM,fx_ret,HP_L,2,prediction_k1_5,False,0.00018476465209921867,0.00039505558256167864,0.4676928013550397,0.6400042897349343,0.8000053621686678,False,0.003967864800641041,-0.012097169638058292,64,2020-01-08,2020-04-17,4,3,0.07289566682021649,0.06617481993856208,15.0,0.05,64,0.0001758095453788949
LM,fx_ret,HP_L,3,prediction_k1_5,False,0.0007210205177033301,0.00040237506221802404,1.7919115407620623,0.07314713701240942,0.5032946192830733,False,0.06347252059778585,0.0483672386719437,64,2020-01-08,2020-04-17,4,3,0.026698922264698815,0.04935748742367479,15.0,0.05,64,0.00019517110222589738
LM,fx_ret,HP_L,4,prediction_k1_5,False,0.0001265905252739794,0.0004483253118189172,0.2823631009375408,0.7776651054679408,0.8308958492982794,False,0.0017890061446997896,-0.014311171175547033,64,2020-01-08,2020-04-17,4,3,0.1014768154845051,0.08799864252749927,15.0,0.05,64,0.00018134667467720504
LM,fx_ret,HP_L,5,prediction_k1_5,False,-0.0003527019761012651,0.0003756669234596842,-0.9388688598215551,0.34779807909470395,0.5032946192830733,False,0.013888705306777438,-0.002016315575371408,64,2020-01-08,2020-04-17,4,3,0.05966626779097104,0.05926396913443714,15.0,0.05,64,0.00015258479544187623
LM,fx_ret,H_L,1,prediction_k1_5,False,0.0004942493097975636,0.0003565704187783558,1.3861197782219534,0.16571033198009122,0.5032946192830733,False,0.026391847181786998,0.010688489878267426,64,2020-01-08,2020-04-17,4,3,0.21145267541537888,0.23192932821846016,15.0,0.05,64,0.0001350868255135425
LM,fx_ret,H_L,2,prediction_k1_5,False,0.00010127896275625046,0.0003877447773967942,0.2612000693760674,0.7939382246196993,0.8308958492982794,False,0.0011728237824060184,-0.014937291963039057,64,2020-01-08,2020-04-17,4,3,0.09262218294265179,0.08452820729304733,15.0,0.05,64,0.0001693769849557122
LM,fx_ret,H_L,3,prediction_k1_5,False,0.0006449129570664828,0.000378004775626465,1.7060973793192757,0.087989950436587,0.5032946192830733,False,0.049217897783946696,0.033882702586913616,64,2020-01-08,2020-04-17,4,3,0.022885339181563078,0.03373056770519575,15.0,0.05,64,0.00017186532491180113
